date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:41:54	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Nov%202022%2000:41:55%20GMT	https://ojo.pe/undefined	C:/My%20Web%20Sites/PAGINA%20JUNIOR/ojo.pe/undefined.1c.delayed	(from https://ojo.pe/)
19:41:54	5996/5996	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Nov%202022%2022:36:03%20GMT	https://cdn-sfo.socy.cloud/ZECO/v3/SSFC/st50x50x26021976_50_50/https://ojo.pe/resizer/FiK1nDoI5m0PxUPiHm4Bmy0ZBPs=/980x528/smart/filters:format(jpeg):quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/5JCD344Q3RGSBDW76IRAWFXFU4.jpeg	C:/My%20Web%20Sites/PAGINA%20JUNIOR/cdn-sfo.socy.cloud/ZECO/v3/SSFC/st50x50x26021976_50_50/https_/ojo.pe/resizer/FiK1nDoI5m0PxUPiHm4Bmy0ZBPs=/980x528/smart/filters_format(jpeg)_quality(75)/cloudfront-us-east-1.images.a/5JCD344Q3RGSBDW76IRAWFX	(from https://ojo.pe/)
19:41:54	201615/201615	---MCZ	200	added ('OK')	text/html	etag:W/%2230184-jafSpqXpZsNUIH5g718T02jpWwI%22	https://ojo.pe/escolar/	C:/My%20Web%20Sites/PAGINA%20JUNIOR/ojo.pe/escolar/index.html	(from https://ojo.pe/)
19:41:55	7121/7121	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Nov%202022%2022:42:17%20GMT	https://cdn-sfo.socy.cloud/ZECO/v3/SSFC/st50x50x26021976_50_50/https://ojo.pe/resizer/x3iWCJPT34XB8Hmti1sv9eH8Wkg=/980x528/smart/filters:format(jpeg):quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/Q2UFZXLPWRB5XC5AWJEFS4L5AU.jpg	C:/My%20Web%20Sites/PAGINA%20JUNIOR/cdn-sfo.socy.cloud/ZECO/v3/SSFC/st50x50x26021976_50_50/https_/ojo.pe/resizer/x3iWCJPT34XB8Hmti1sv9eH8Wkg=/980x528/smart/filters_format(jpeg)_quality(75)/cloudfront-us-east-1.images.a/Q2UFZXLPWRB5XC5AWJEFS4L	(from https://ojo.pe/)
19:41:55	6527/6527	---M--	200	added ('OK')	binary/octet-stream	etag:%225302d4307852aa1ce222952456f073e1%22	https://cdna.ojo.pe/resources/assets/js/lazyload.js?d=1	C:/My%20Web%20Sites/PAGINA%20JUNIOR/cdna.ojo.pe/resources/assets/js/lazyload2d2b.js	(from https://ojo.pe/)
19:41:55	5843/5843	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Nov%202022%2023:23:39%20GMT	https://cdn-sfo.socy.cloud/ZECO/v3/SSFC/st50x50x26021976_50_50/https://ojo.pe/resizer/GS5R0x4yfFaJFqEmC3kmuhdetXg=/980x528/smart/filters:format(jpeg):quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/STE3YDFCLZF6NBGBDJ7SMBXOAU.jpg	C:/My%20Web%20Sites/PAGINA%20JUNIOR/cdn-sfo.socy.cloud/ZECO/v3/SSFC/st50x50x26021976_50_50/https_/ojo.pe/resizer/GS5R0x4yfFaJFqEmC3kmuhdetXg=/980x528/smart/filters_format(jpeg)_quality(75)/cloudfront-us-east-1.images.a/STE3YDFCLZF6NBGBDJ7SMBX	(from https://ojo.pe/)
19:41:56	110774/110774	---M-Z	200	added ('OK')	text/html	etag:W/%2219eab-lBaJQzbZtxbV1Zu2n9f3Vk7qCdI%22	https://ojo.pe/deportes/seleccion-de-ecuador-jugara-en-qatar-2022-tas-dejo-a-peru-y-chile-sin-mundial-caso-byron-castillo-rmmd-noticia/	C:/My%20Web%20Sites/PAGINA%20JUNIOR/ojo.pe/deportes/seleccion-de-ecuador-jugara-en-qatar-2022-tas-dejo-a-peru-y-chile-sin-mundial-caso-byron-castillo-rmmd-noticia/index.html	(from https://ojo.pe/)
19:41:56	113586/113586	---M-Z	200	added ('OK')	text/html	etag:W/%221a9a8-3ERrnZzkFw16ZiA0ThvLW8kqZb0%22	https://ojo.pe/ojo-show/cumbiambera-acusa-a-giuliana-rengifo-de-meterse-en-su-relacion-es-una-mujer-mala-magaly-medina-farandula-rmmn-noticia/	C:/My%20Web%20Sites/PAGINA%20JUNIOR/ojo.pe/ojo-show/cumbiambera-acusa-a-giuliana-rengifo-de-meterse-en-su-relacion-es-una-mujer-mala-magaly-medina-farandula-rmmn-noticia/index.html	(from https://ojo.pe/)
19:41:57	44028/44028	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bdd59dabd7637c8877da935ed188f4ff%22	https://d1r08wok4169a5.cloudfront.net/gpt-adtmp/gpt-adtmp.js?v=2022-11-09	C:/My%20Web%20Sites/PAGINA%20JUNIOR/d1r08wok4169a5.cloudfront.net/gpt-adtmp/gpt-adtmp6ebf.js	(from https://ojo.pe/)
19:41:57	112797/112797	---M-Z	200	added ('OK')	text/html	etag:W/%221a692-HUeE60c9HWi45emSsAJ4pcy+BB0%22	https://ojo.pe/actualidad/medicos-estan-desprotegidos-mas-de-5-mil-no-han-recibido-ninguna-dosis-contra-el-covid-19-web-ojo-print-noticia/	C:/My%20Web%20Sites/PAGINA%20JUNIOR/ojo.pe/actualidad/medicos-estan-desprotegidos-mas-de-5-mil-no-han-recibido-ninguna-dosis-contra-el-covid-19-web-ojo-print-noticia/index.html	(from https://ojo.pe/)
